1,B,B,P,P,T,B,P,P,T,P,B,B,B,B,P,B,B,P,B,P,B,B,T,B,B,B,T,B,B,T,P,P,B,B,P,P,B,B,P,T,B,P,P,T,P,P,B,B,P,B,T,B,T,B,B,B,T,B,P,P,P,P,P,B,B,B,P,P,P,B,B,B,P,B,P,B,P,P,P,P
2,B,P,P,P,P,P,P,B,P,B,P,B,P,B,B,P,B,B,B,P,B,P,P,B,P,B,B,P,P,B,T,B,P,P,B,P,B,P,T,P,B,B,T,P,B,B,P,P,P,T,B,B,B,B,B,B,B,T,P,B,B,T,T,B,P,P,B,P,P,P,B,B,B,P,B,T,P,P,B
3,P,P,B,P,B,T,B,B,B,T,P,B,T,B,T,B,T,T,P,B,P,P,P,B,P,T,T,P,P,P,B,B,P,B,T,P,B,P,P,P,B,B,T,T,B,T,P,B,B,P,B,P,T,P,T,B,P,P,B,T,P,T,P,B,B,B,P,B,B,B,B,B,P,P,B,B,P,P,B,P
4,B,B,B,P,P,B,B,B,B,B,P,P,T,B,T,P,B,B,P,P,P,B,B,B,B,B,P,P,P,B,P,P,B,B,B,P,P,B,P,P,B,P,P,P,B,B,B,P,P,P,P,B,T,P,P,B,P,B,B,B,B,B,P,T,B,B,P,B,B,B,B,B,B,P,P,T,T,P,P,P
5,T,P,P,B,B,P,B,B,B,B,T,B,B,P,P,B,B,B,P,T,P,B,B,B,B,T,B,B,P,B,B,P,P,P,B,B,B,P,B,P,B,P,P,P,B,P,B,P,B,P,P,P,B,B,T,B,P,B,T,P,T,B,P,P,B,P,T,T,B,P,T,B,P,B,P,B,P,P,B,B
6,B,P,P,P,P,P,P,P,T,P,P,T,P,B,T,P,B,P,P,T,B,B,B,T,P,P,B,B,B,P,B,P,B,B,B,B,B,P,T,B,B,B,T,P,P,P,B,P,B,B,B,P,B,B,T,P,P,P,T,B,B,P,B,B,P,T,P,B,T,T,P,P,P,T,P,P,P,P,P,T,B,P,B,B,P
7,P,P,P,B,B,P,P,B,B,B,T,P,P,B,P,P,T,T,B,B,P,B,B,P,B,P,B,P,P,P,P,B,P,B,P,B,B,B,P,P,T,B,T,B,B,P,B,B,P,P,P,B,P,B,B,P,B,T,P,P,B,B,T,P,B,B,P,P,B,P,P,B,P,P,P,B,T,P,T,T,P,B,B
8,T,P,P,B,B,P,P,T,P,B,P,B,B,B,B,B,P,P,T,B,B,P,B,P,P,B,P,P,B,P,P,B,P,P,B,B,B,T,B,P,P,T,P,P,B,B,P,P,P,B,B,B,B,P,P,P,P,B,B,B,P,P,B,B,P,P,P,P,B,B,P,P,P,B,P,T,P,P,P,B,B,T,P
9,P,B,B,P,B,P,B,B,B,P,B,B,B,P,P,B,B,T,P,T,T,B,P,B,P,P,P,P,B,P,B,B,P,P,P,B,B,P,B,P,B,P,B,P,P,P,B,P,B,P,P,B,P,P,P,B,P,B,P,T,B,B,B,P,B,B,T,B,P,P,P,B,B,B,B,B,P,P,B,B
10,P,B,P,T,P,P,P,B,P,P,B,T,B,B,B,P,B,P,T,P,B,B,P,B,P,B,T,B,P,P,P,T,B,P,P,P,B,P,P,P,B,B,B,P,B,B,P,P,P,P,B,B,B,P,B,P,B,P,B,P,B,P,B,B,P,P,P,P,B,P,P,T,T,B,B,B,P,T,P
11,B,B,B,P,P,P,P,P,B,B,P,B,P,T,P,P,P,P,B,P,P,P,P,P,P,P,B,P,B,P,B,B,B,B,P,T,B,P,P,B,T,B,T,B,B,P,P,P,B,P,T,P,P,B,P,B,B,P,P,T,B,P,B,B,P,B,P,P,P,B,P,P,B,P,T,P,P,B,T,B,T,P
12,B,B,B,P,B,B,B,B,T,B,B,P,P,P,P,B,P,B,B,B,B,P,T,B,P,B,T,B,B,P,T,P,B,B,P,P,P,P,P,P,B,B,P,P,B,T,P,B,P,B,T,B,T,P,T,B,P,B,B,P,T,B,B,B,B,T,T,P,B,P,B,P,P,B,B,P,B,P,B,B,B,P
13,T,B,B,B,B,P,B,B,P,T,B,P,T,P,T,B,B,P,B,B,P,T,P,P,B,P,T,P,P,P,P,P,P,P,B,P,P,B,P,T,B,B,P,P,P,P,B,T,P,P,B,P,B,P,P,B,P,P,P,B,P,P,B,B,B,P,P,P,P,T,B,B,T,P,B,T,B,B,P,P,B
14,B,B,B,B,P,P,B,B,B,T,B,B,P,T,B,P,B,P,B,P,B,P,B,P,B,P,B,P,B,P,B,T,P,P,P,P,P,P,B,P,P,P,P,B,P,B,B,T,B,B,P,P,T,B,B,B,B,T,B,B,B,P,P,B,P,B,B,B,P,B,B,P,P,B,T,B,B,P,B,P,P,B
15,B,T,P,P,P,B,T,P,P,P,P,B,P,P,B,P,T,P,P,P,B,B,B,P,B,P,P,P,P,B,B,P,T,T,B,B,B,B,B,T,P,P,P,P,B,T,P,B,P,B,B,P,T,B,P,T,B,B,P,T,B,P,B,B,P,T,P,B,B,B,B,B,P,B,P,B,T,B,B,B,P,P,B
16,B,T,T,T,P,B,P,P,B,P,B,P,P,B,P,B,B,P,T,B,P,B,P,B,B,B,P,B,T,P,P,B,B,B,B,B,B,B,T,T,B,P,P,T,P,B,P,P,B,P,P,P,B,B,P,T,P,P,B,B,P,P,P,P,B,P,P,B,B,P,B,P,P,P,P,T,P,P,B,P,B
17,P,B,P,B,P,P,B,P,T,P,B,P,P,B,T,B,P,P,P,B,B,P,P,P,P,B,B,B,P,B,P,P,B,T,P,T,B,P,B,P,B,P,B,B,B,P,P,B,B,B,B,T,B,B,P,B,P,P,P,B,B,B,B,B,P,B,B,P,P,B,T,B,P,B,P,B,P,P,B,T,B
18,B,P,P,P,P,P,P,B,P,P,B,P,P,P,P,B,B,T,B,B,B,B,P,P,B,T,P,B,B,B,P,P,P,T,P,P,B,P,T,T,P,B,T,T,B,P,P,P,B,B,T,B,B,P,B,B,P,B,B,P,B,B,P,P,T,T,B,P,P,B,B,B,P,P,B,B,P,B,B,P
19,P,P,B,T,B,T,B,P,P,P,P,P,P,P,T,B,B,P,B,T,B,P,P,B,B,B,B,B,P,B,T,P,B,B,B,P,B,P,P,P,P,B,B,P,P,P,P,B,P,B,B,P,B,B,P,B,B,P,B,B,P,B,P,B,P,P,B,P,B,B,P,P,P,P,P,P,P,B,B,P,P,B,P
20,P,B,B,B,P,B,B,P,B,P,B,B,B,P,P,B,B,B,B,B,B,B,P,P,B,P,P,P,B,B,B,P,P,P,P,P,B,P,P,B,P,B,B,T,P,P,P,P,P,P,P,P,P,T,P,P,B,P,T,B,P,T,B,P,P,B,P,P,B,B,P,B,P,P,P,P,B,P,P,B,T,P,P
21,P,P,B,T,B,P,P,P,P,B,T,B,B,B,P,T,B,P,P,B,T,B,B,P,P,P,B,B,B,T,B,B,P,T,B,T,P,B,B,B,P,B,T,B,P,T,P,P,P,P,B,B,P,P,P,B,B,P,B,B,B,B,T,B,B,P,B,B,B,B,B,P,B,B,B,B,T,B,B,P
22,B,B,T,P,P,B,B,P,T,P,B,P,T,T,B,P,B,P,P,P,P,B,B,P,P,B,B,B,B,P,P,P,B,B,P,P,P,P,B,P,B,P,B,B,P,B,P,B,P,B,P,P,P,P,P,B,P,T,B,B,B,P,B,P,P,B,P,P,B,P,B,B,B,P,B,P,B,B,P,P
23,P,T,B,P,B,P,B,B,B,B,B,P,B,B,P,P,B,P,P,B,B,B,B,P,P,B,P,P,B,B,B,P,B,P,B,B,B,B,P,P,B,P,B,B,P,P,T,P,T,B,P,P,T,T,B,B,B,B,B,B,B,B,B,P,B,P,B,P,P,B,P,P,B,P,P,B,P,B,P,P,P,P
